character,dialogue,season,episode 
Frosta, The Horde hasn't threatened us here.,1,08
Adora," That only because the Kingdom of Snows is so out of the way, it doesn't matter to Hordak right now. Joining the Rebellion is your best bet.",1,08
Frosta, The kingdom of Snows has defended itself perfectly well for thousands of years. We do not need your help or your Rebellion. Please continue to enjoy the ball.,1,08
Bow, Perfuma was just telling about a winged horse that ate all the apples in Plumeria!,1,08
Glimmer, Where have you been?,1,08
Adora," I told you, winning over Frosta. Actually, scratch that, failing to win over Frosta. Are you okay? Why does it bother you so much?",1,08
Glimmer," It doesn't! Bow can hang out with whoever he wants. I just  I never had that many friends. It's always been just me and Bow. But now, what if he likes his new friends better? What if everyone does?",1,08
Adora," That's not gonna happen. Trust me, Bow isn't the type to leave his old friends behind and neither am...",1,08
Adora, ...I.,1,08
Adora," Revered hostess, you can't let them in. They're from the Horde.",1,08
Catra," Revered hostess, Princess Scorpia was invited as per the rules of this ball. Rules which I personally have the upmost respect for.",1,08
Adora, You do not!,1,08
Frosta, Princess Adora. The rules state that all princesses and their chosen guests are welcome.,1,08
Adora, They're up to something. I can feel it.,1,08
Frosta," That's enough! You look at me and see a child, but I have worked to hard to gain respect all to throw it away just because you feel they are up to something. For centuries the All-Princess Ball has been neutral ground. I will not dishonor that legacy. Scorpia is a princess. Princesses get plus ones. They stay.",1,08
Frosta, Teenagers.,1,08
Catra," Really, Adora? I'm shocked. We're not breaking any rules. Didn't you read the invite?",1,08
Adora," I know you're plotting something. From now until the second the ball ends, I'll be watching. Wherever the two of you go, I go.",1,08
Catra, Suit yourself. Have fun with following us!,1,08
Adora,"  Glimmer, you take Scorpia, I'll take Catra.",1,08
Scorpia," Mm. Mm. Wow, that is good. Oh what is-- I don't even know what's in this. What? Sir? Garcon? What's in this?",1,08
Glimmer, Bow! Wait up!,1,08
Bow, Glimmer. Hi.,1,08
Glimmer, There's something I need to tell you. I know things between us have been weird all night. I just wanted to say..,1,08
Bow, I accept your--,1,08
Glimmer, I forgive you.,1,08
Bow," You forgive me? Glimmer, I'm allowed to hang out with other people.",1,08
Glimmer," B-b-but that's how it starts. Suddenly everyone has new friends and no one needs me anymore. And then, I'm all alone.",1,08
Bow," What are you talking about? you have me, plus Adora and everyone ho joined the Rebellion.",1,08
Glimmer," That's what i'm talking about. It used to be just us. And now, everything's changing. I don't want you to leave me behind.",1,08
Bow," No one is leaving you behind. I wanted to hang out with you and Adora and Perfuma tonight. But you're the one who keeps acting weird and leaving. I know change is scary, Glimmer. But that doesn't mean you get to take it out on me. Now, if you'll excuse me, I am going to go get my cummerbund because it is freezing in here! We'll talk later, okay?",1,08
Entrapta," Princess Prom, hour two... 37 minutes...",1,08
Adora, Don't touch her!,1,08
Entrapta,  You're right. This is a much better vantage point for my observations. Hi Adora. Have you met my new assistant? She brought snacks.,1,08
Catra, She stole my food then asked me to spy on people with her. Is this what love feels like?,1,08
Adora," Entrapta, she's from the Horde. The people the Rebellion are fighting. The Rebellion you're a part of!",1,08
Entrapta," Oh. Well, we should keep a better eye on her 'cause she just walked away.",1,08
Adora, ,1,08
Bow, Is that a--  Oh no! Princess Scorpia is planting heat bombs! We have to stop her!,1,08
Bow, What are you doing? Let me go!,1,08
Frosta," It is my duty as hostess to now announce, it is time for the first dance of the Ball.",1,08
Catra," I don't know about you, but I am having a blast.",1,08
Adora," Whatever you're planning, it won't work.",1,08
Catra, You sure?,1,08
Glimmer,  I got into a fight with Bow and I don't know where Scorpia is!,1,08
Adora, What? Glimmer don't--,1,08
Perfuma," Have you seen Bow? He went to get his cummerbund, right around when that Horde princess left.",1,08
Adora, Do you mean Scorpia?,1,08
Adora," Glimmer, when did you last see Bow?",1,08
Glimmer, A while ago. Isn't he with Perfuma?,1,08
Adora, No. Perfuma says he's been gone this entire time.,1,08
Catra," Maybe my plan won't work. But then again, maybe it already has. Say, where's your friend, Bow?",1,08
Adora,  What did you do to him!?,1,08
Catra,  Nothing permanent.,1,08
Adora," Tell me what you did!  Revered hostess, she's got--",1,08
Frosta, Princess Ball is a ceremony of unity. Violence is strictly forbidden.,1,08
Adora, You don't understand.,1,08
Frosta," I understand perfectly. In accordance with the rules set over the centuries, I hereby revoke your invitation. You are to leave my kingdom and never, ever--",1,08
Frosta, Remain calm! Stop!,1,08
Adora, Glimmer! Catra has Bow. You have to find him! Catra. What did you do?,1,08
Catra," I did nothing. Scorpia, Lonnie and Kyle on the other hand were very busy. It was fun distracting you though.",1,08
Adora, This isn't a game!,1,08
Catra," It's never been a game to me. I'm after something bigger, and no one is gonna stop me.",1,08
Glimmer, Bow? Bow! Where are you?  Get away from him! No!  ,1,08
Adora, Ha. Trapped.,1,08
Catra, You wish.,1,08
Adora, Hang on! I can get us out of this!,1,08
Catra," Oh, Adora. I don't want you to.",1,08
Adora,  Catra! ,1,08
Catra,"  See you later, princess.",1,08
Catra," Check this thing out. You've got to admit, Shadow Weaver, in a single mission, I inflicted more damage on the Rebellion than anyone else. I succeeded where even you failed.",1,09
Hordak, Shadow Weaver.,1,09
Shadow Weaver, My Lord.,1,09
Hordak, I commend you on the capture of the Princess of Bright Moon. Queen Angella has been given until the mornings moonrise to surrender herself to our forces.,1,09
Shadow Weaver," Thank-you, Lord Hordak. I thought you would be please with my work.",1,09
Hordak, You have proven your worth to me. Today.,1,09
Catra, Your worth? I'm the one who brought back the Princess of Bright Moon. Not you.,1,09
Shadow Weaver," You're under my command, Force Captain. Therefore anything you manage to do right is credited to me.",1,09
Catra," So, I do all the work and you get the glory?",1,09
Shadow Weaver, Sometimes that just the way of things.,1,09
Shadow Weaver," Welcome to the Fright Zone, Princess.",1,09
Adora, Your Majesty?,1,09
Queen Angella," I should never have let her leave this castle. And now, I'm faced with an impossible position. As leader of the Rebellion, how can I surrender myself to our enemy? And yet, as a mother, how do I...  I'm going to accept Hordak's terms. Glimmer is all I have.",1,09
Adora, You can't. We have no guarantee the Horde will hold up their end of the bargain. We could end up losing you too.,1,09
Queen Angella," A rescue attempt is too risky. If we had She-Ra we might have a chance, but without the Sword of Protection...",1,09
Adora, There has to be another way. We can't just give up. I can rescue them. I know the Fright Zone. I'll find a way to get them back.,1,09
Queen Angella, How are you going to do that?,1,09
Adora," I... I don't know yet. But I'll think of something, I promise. I'll bring them home. ",1,09
Adora, Huh? What are you all doing here?,1,09
Mermista, We're the Princess Alliance. And the Horde took one of our own.,1,09
Perfuma, We're ready for our first mission.,1,09
Adora, Let's go get our friends back.,1,09
Kyle," Dinner rations, prisoner.",1,09
Kyle, Ow!,1,09
Bow," Hey, what's your name?",1,09
Kyle, Me? You're talking to me?,1,09
Bow, Sure. Is that all right?,1,09
Kyle," Uh, I guess, but no one ever talks to me. I'm Kyle.",1,09
Bow," Hey, Kyle, I'm Bow. Can you do me a favor? Can you tell me where they're holding the princess?",1,09
Kyle, Princess?,1,09
Bow, She's my best friend. No one will let me talk to her or even tell me if she's okay.,1,09
Kyle, I'm sure she's fine. Maybe. Or she's not. I don't know.,1,09
Bow, Do you know where she is?,1,09
Kyle," No, that kind of information is classified. They wouldn't tell me.",1,09
Bow, You have to help me get a message to her.,1,09
Kyle," I, uh. I better be leaving now.",1,09
Bow," No, wait.",1,09
Kyle, I like your shirt!,1,09
Bow, Kyle!,1,09
Adora," Okay. This is the Horde prison. Glimmer and Bow are being held inside. Entrpata, this perfume bottle is you. Perfuma, you're the nail polish. Mermista, lipstick.",1,09
Mermista, Ew. Do you know what that stuff is made of? I'll be this knife.,1,09
Entrapta, I feel like Perfuma should be the perfume bottle. That makes the most logical sense.,1,09
Perfuma, Maybe I could be a flower.,1,09
Sea Hawk, Could I be this miniature painted model of Bow?,1,09
Adora," No! Those represent Bow and Glimmer. And this one's mine. Bow made them for us. Okay, just... Everyone focus! Our entry point will be here, near the Horde's scrapyard. It's close to the prison and lightly guarded. Perfuma and Entrapta will access the security tower and wait for my signal to disable the lights. Mermista will access the Fright Zone's sewer system. She'll swim through the pipes into the building and open the door.",1,09
Mermista," I'm sorry, Mermista will what?",1,09
Adora," I know it sounds bad, but your'e the only one who can breathe underwater.",1,09
Mermista, Super gross.,1,09
Adora, Sea Hawk and I will take up position by the entrance. The two of us will neutralize any guards on patrol. Entrpata and Perfuma will regroup on our position and the team will enter when Mermista opens the door.,1,09
Sea Hawk, Excellent plan. Adventure!,1,09
Mermista, Hm?,1,09
Adora, Mermista should be in place now.,1,09
Perfuma, Adora's signal.,1,09
Entrapta," Fright Zone log, day one. I can barely contain my excitement! Hahaha. Hmm, the Horde's using an outdated wiring system. It really would work so much better if I just consolidated these conduits and re-routed the current here...",1,09
Perfuma, Entrapta? Now would be a good time for those lights.,1,09
Entrapta," Oh, right.",1,09
Horde guard, What happened?,1,09
Adora, We go on three. Ready? One...,1,09
Sea Hawk, Forward!,1,09
Adora, I said on three.,1,09
Sea Hawk, I got excited.,1,09
Sea Hawk, Where's Mermista?,1,09
Adora," She must've gotten held up. Come on, we need to secure the guards.",1,09
Perfuma, Entrapta? Entrapta?,1,09
Entrapta," The subject appears to be harvesting scrap components, possibly for reuse. Fascinating.",1,09
Perfuma, Entrapta? We're supposed to meet with the others.,1,09
Entrapta," I know, I was waiting for you.",1,09
Perfuma," Oh, how very considerate. Lets go.",1,09
Entrapta," Ah, oh.",1,09
Perfuma, So we don't get separated.,1,09
Adora, Psst.,1,09
Scorpia, Halt! Who are you?,1,09
Sea Hawk, Me? I'm the inspector. I'm here to inspect all the things.,1,09
Scorpia," Inspector? Inspector, of course! I must have forgotten you were coming. We're long overdue for an inspection, I do have to admit it, but I can assure you we are up to code.",1,09
